OBJECTID_1,FID_neighbourhoods_polygon,neighbourh,text,created,Description,longitude,latitude,hashtag,statusSour
104,14,Zuid,Nieuwe vaas #sunflower #zonnebloemen #3x3wc #Amsterdam  #museumplein #bank #flowers #streetart #sunflowers… https://t.co/wmn0EnHo0D,2019-06-25,tourist,4.88204956,52.35741328,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
107,14,Zuid,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 5 Demonstratie Museumplein Amsterdam
 https://t.co/1nR8JhMV8T",2019-06-17,non-tourist,4.883183,52.357512,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
108,14,Zuid,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Museumplein Amsterdam
 https://t.co/JFeyJqcImh",2019-06-25,non-tourist,4.883183,52.357512,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
109,14,Zuid,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Bedrijf/Instelling Willemsparkweg Amsterdam
 https://t.co/8e7Nd1Kkzv",2019-06-18,non-tourist,4.876425,52.35756,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
110,14,Zuid,"Visit of the Stedelijk Art Museum today, always a great feeling to improve his own culture #feedbrain #art… https://t.co/zReLeL16Oa",2019-06-17,tourist,4.87985,52.35791,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
111,14,Zuid,#vangoghmuseumamsterdam  #amsterdam en Van Gogh Museum https://t.co/4RJIYIPald,2019-06-16,tourist,4.88132,52.35793,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
112,14,Zuid,"This was taken at the Van Gogh Museum in Amsterdam 2 years ago. No photos allowed ... #oops 
#vangogh #amsterdam… https://t.co/wRbTxiROTN",2019-06-22,tourist,4.88132,52.35793,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
114,13,De Pijp - Rivierenbuurt,#Amsterdam #Amesterdão #heineken em Heineken Experience https://t.co/ArsH848vrs,2019-06-15,tourist,4.89131484,52.35793224,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
115,13,De Pijp - Rivierenbuurt,"Had to take full advantage of the Champions League room #championsleague #Amsterdam #summervibes
<U+0001F4F8> @loninicole17 @… https://t.co/2uFkNGR8gy",2019-06-16,tourist,4.89131484,52.35793224,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
116,13,De Pijp - Rivierenbuurt,"Had to take full advantage of the Champions League room #championsleague #Amsterdam #summervibes 
<U+0001F4F8> @loninicole17 @… https://t.co/Af4nUdqGpX",2019-06-16,tourist,4.89131484,52.35793224,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
117,13,De Pijp - Rivierenbuurt,"At the Heineken Experience, because, we'll, beer <U+0001F602><U+0001F602><U+0001F37B><U+0001F37B> #heinekenexperience #beer #beerconnoisseur #drink #amsterdam… https://t.co/rLJ5GEbSqL",2019-06-18,tourist,4.89131484,52.35793224,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
118,13,De Pijp - Rivierenbuurt,#beer #heinekenexperience #amsterdam @ Heineken Experience https://t.co/QY8uciCFvx,2019-06-23,tourist,4.89131484,52.35793224,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
119,13,De Pijp - Rivierenbuurt,We’ve made the headlines! #wewrotethem #amsterdam #doingitforcheryl #ironmansterdam @ Heineken Experience https://t.co/tP9tm1XJ6r,2019-06-24,tourist,4.89131484,52.35793224,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
120,13,De Pijp - Rivierenbuurt,#heineken  #heinekenexperience  #amsterdam #beer @ Heineken Experience https://t.co/9SBMU0DInr,2019-06-24,tourist,4.89131484,52.35793224,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
123,20,Osdorp,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Wolbrantskerkweg Amsterdam
 https://t.co/BUPPlAtLEs",2019-06-24,non-tourist,4.796745,52.358065,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
124,14,Zuid,Wat is #amsterdam toch #mooi s'morgens vroeg. #museumplein #rijksmuseum #zuiderbad #lichten aan #zwemmen maar… https://t.co/KgeOw9oXQ7,2019-06-18,tourist,4.88583333,52.35833333,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
127,14,Zuid,"Rilan and the bombardiers...funk, solid crowd, great music. #Amsterdam #solotravel @ Vondelpark Openluchttheater https://t.co/AmRKOnlZGL",2019-06-16,tourist,4.87092785,52.35834621,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
128,16,De Baarsjes - Oud-West,#Lifeliner1 A1 13991 Rit 71186 #AMSTERDAM Surinameplein,2019-06-17,non-tourist,4.853867,52.358626,amsterdam,"<a href=""http://www.waarisdebrand.nl"" rel=""nofollow"">widb-twit</a>"
129,16,De Baarsjes - Oud-West,#Lifeliner1 A1 13901 Rit 71186 #AMSTERDAM Surinameplein 1058GN Hotel Belfort,2019-06-17,non-tourist,4.853867,52.358626,amsterdam,"<a href=""http://www.waarisdebrand.nl"" rel=""nofollow"">widb-twit</a>"
130,14,Zuid,"Een aanrader is het Moco museum in Amsterdam! Hier is moderne kunst toegankelijk voor jong en oud <U+0001F60D><U+0001F3F0><U+0001F5FA>
Lees alles in… https://t.co/SBue4RNVjH",2019-06-21,tourist,4.88197,52.35873,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
131,14,Zuid,"#banksy <U+0001F388> 
#amsterdam @ Banksy at MoCo Museum https://t.co/4SMgwy2ZlV",2019-06-18,tourist,4.88218165,52.35875831,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
132,14,Zuid,"A spot of Banksy in Amsterdam
#amsterdam #banksy #netherlands #streetart #vscotravel #travelgram #traveldiaries… https://t.co/3qYYO6bxp4",2019-06-25,tourist,4.88218165,52.35875831,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
135,8,Oud-Oost,"<U+0001F534> #AMSTERDAM Opschaling <U+0001F692> P 1 BAD-01 Brand Winkel (Middel Brand) , Kastanjeplein Amsterdam
 https://t.co/tBJr9vrP3Q",2019-06-17,non-tourist,4.9240067,52.3587674,amsterdam,"<a href=""http://112alarm.net/"" rel=""nofollow"">112alarm Opschaling</a>"
136,16,De Baarsjes - Oud-West,So no plastic bags in of from our shop.... #noplastic #nomoteplasticbags #amsterdam #amsterdamshopping… https://t.co/lCQY2juaP5,2019-06-18,non-tourist,4.8604001,52.3588528,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
137,16,De Baarsjes - Oud-West,They came late .... but he its a delay. Now in stock. #ericasynths #stereodelay #blackstereodelay #midiamsterdam… https://t.co/bW5x8z7OGt,2019-06-19,non-tourist,4.8604001,52.3588528,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
138,20,Osdorp,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Tussen Meer Amsterdam
 https://t.co/5qwbpJSNXo",2019-06-24,non-tourist,4.80318,52.358855,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
139,20,Osdorp,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Tussen Meer Amsterdam
 https://t.co/p5j6cye0Al",2019-06-24,non-tourist,4.80318,52.358855,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
141,16,De Baarsjes - Oud-West,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Surinameplein Amsterdam
 https://t.co/St0lDWK79h",2019-06-17,non-tourist,4.852676,52.358987,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
142,16,De Baarsjes - Oud-West,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Surinameplein Amsterdam
 https://t.co/KjFdEELP8y",2019-06-17,non-tourist,4.852676,52.358987,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
143,8,Oud-Oost,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Mauritskade Amsterdam
 https://t.co/gUFYqHFPRs",2019-06-16,non-tourist,4.907315,52.359778,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
144,8,Oud-Oost,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Mauritskade Amsterdam
 https://t.co/rk8fv33W6l",2019-06-17,non-tourist,4.907315,52.359778,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
145,14,Zuid,Rijksmuseum #Amsterdam #Netherlands #travel #explore @ Rijksmuseum https://t.co/tNNrIVu88y,2019-06-16,tourist,4.88538,52.35995,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
146,14,Zuid,"Impressions from the Rijksmuseum in Amsterdam. 

•
•
•
#rijksmuseum #amsterdam #art #history @ Rijksmuseum https://t.co/ghPZRpudeA",2019-06-18,tourist,4.88538,52.35995,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
147,14,Zuid,In <U+0001F49B> with the gardens at Rijksmuseum especially with this weather. It also houses an outdoor collection/exhibition!… https://t.co/xkU3vfPO0e,2019-06-20,tourist,4.88538,52.35995,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
148,14,Zuid,#amsterdam #rijksmuseum #bartholomeusvanderhelst #peace #munster #netherlands #loveholland #photooftheday #details… https://t.co/g4Gw64WmFI,2019-06-20,tourist,4.88538,52.35995,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
149,14,Zuid,Frans and Willem - best since 1642: #DeNachtwacht by #Rembrandt at the #Rijksmuseum in #Amsterdam. You think you kn… https://t.co/PeoZuAXCP9,2019-06-22,tourist,4.88538,52.35995,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
150,14,Zuid,"The famous Rijksmuseum. Didn’t have enough time to go inside (or visit any other museums), but that just gives me a… https://t.co/bPG07VcYXZ",2019-06-24,tourist,4.88538,52.35995,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
151,14,Zuid,#Amsterdam @ Rijksmuseum https://t.co/dnFiCL0vIB,2019-06-24,tourist,4.88538,52.35995,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
171,14,Zuid,"It’s been real Amsterdam<U+270C><U+0001F3FF>! 

#views #museum #amsterdam #vacationmode #selfie #friday #lategram #melanin… https://t.co/EAPPL9CH5E",2019-06-22,tourist,4.88546755,52.35995019,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
172,14,Zuid,"#diamond 70 karat 36 karat #intan #berlian milik #sultanadam #sultanbanjar 1835 koleksi #rijkmuseum #amsterdam, 13… https://t.co/lHgqrc6me0",2019-06-23,tourist,4.8849927,52.36007555,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
173,14,Zuid,#Amsterdam #rijkmuseum @ Rembrandt Gallery https://t.co/Ta8akltsbw,2019-06-24,tourist,4.88536974,52.36026157,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
174,14,Zuid,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Bedrijf/Instelling Hobbemastraat Amsterdam
 https://t.co/UF4a1ueVWv",2019-06-18,non-tourist,4.883027,52.360542,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
175,14,Zuid,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Vondelpark Amsterdam
 https://t.co/ehdxUxxgy3",2019-06-16,non-tourist,4.8756,52.360695,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
176,14,Zuid,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Vondelpark Amsterdam
 https://t.co/AjqufJtnGW",2019-06-22,non-tourist,4.8756,52.360695,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
177,7,Centrum-Oost,"Somewhere Under A Rainbow,
Full Canals Sing...
 
#somewhereovertherainbow #somewhere #sun #shine #rainbow #sunshine… https://t.co/NixXKTOrds",2019-06-15,tourist,4.88703,52.36076,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
178,7,Centrum-Oost,#Amsterdam #netherlands #workingmyassoff #openoffice #thisearthlyheavenisenoughforme w: Amsterdam  Canals https://t.co/De5BGCfJBb,2019-06-15,tourist,4.88703,52.36076,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
179,7,Centrum-Oost,"Night walks through #Amsterdam streets.

#night #pixel3 #photography #Travel @ Amsterdam  Canals https://t.co/roKEwDPCwW",2019-06-18,tourist,4.88703,52.36076,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
180,7,Centrum-Oost,"Before our #BusinessMasteryII registration in #Amsterdam, we’re walking the canals.<U+0001F6B6><U+0001F3FB><U+200D><U+2640><U+FE0F><U+0001F6A4> #work #play #copyandart… https://t.co/MVsKp6vkWs",2019-06-19,tourist,4.88703,52.36076,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
181,7,Centrum-Oost,Lazy Sunday boat tour of Amsterdam canals - sun umbrella came out too making everyone jel #Amsterdam… https://t.co/XMmSetgQiN,2019-06-23,tourist,4.88703,52.36076,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
182,7,Centrum-Oost,I love it when you call me señorita <U+0001F483><U+0001F3FB>#travelwithdreamiz #amsterdam @ Amsterdam  Canals https://t.co/ffsU0vEnVN,2019-06-24,tourist,4.88703,52.36076,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
186,16,De Baarsjes - Oud-West,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 2 Materieel Overtoom Amsterdam
 https://t.co/Il0aVtv2Px",2019-06-22,non-tourist,4.868572,52.361088,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
188,7,Centrum-Oost,#vaderdag valt vroeg dit jaar <U+2705> #familitime #amsterdam #sushi @ SUSHISAMBA https://t.co/G1Sipuybi3,2019-06-15,tourist,4.88208,52.362296,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
189,8,Oud-Oost,TONIGHT SAMA finally presents the future of our museum using #vr film!! Come through to the Impact Hub with heroesa… https://t.co/QdgukOmzX7,2019-06-20,non-tourist,4.92211103,52.36237977,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
190,7,Centrum-Oost,Carré theatre #amsterdam @ Koninklijk Theater Carré https://t.co/nE3uPAtBv5,2019-06-24,tourist,4.9042692,52.36244178,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
191,4,IJburg - Zeeburgereiland,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel IJburglaan Amsterdam
 https://t.co/jTXPfNriMP",2019-06-15,non-tourist,4.98226,52.36251,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
192,4,IJburg - Zeeburgereiland,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel IJburglaan Amsterdam
 https://t.co/bnsERNkykT",2019-06-21,non-tourist,4.98226,52.36251,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
193,16,De Baarsjes - Oud-West,Rare noctilucent clouds over Amsterdam one late night. #netherlands #amsterdam #leidseplein #noctilucentclouds… https://t.co/QzFi87Utiv,2019-06-20,tourist,4.88010825,52.36257081,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
194,16,De Baarsjes - Oud-West,"If u cant sleep at the Nights what u do?? 

Me: Write n Compose <U+0001F64C>

Thanks for the Love n support<U+0001F1F8><U+0001F1F1> .… https://t.co/1TdQaVI6ep",2019-06-23,tourist,4.88010825,52.36257081,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
196,6,Oostelijk Havengebied - Indische Buurt,#Lifeliner1 A1 13991 13811 13104 Rit 71746 71747 71748 #AMSTERDAM Ceramplein 1095BZ,2019-06-18,non-tourist,4.942477,52.362664,amsterdam,"<a href=""http://www.waarisdebrand.nl"" rel=""nofollow"">widb-twit</a>"
197,7,Centrum-Oost,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Leidseplein Amsterdam
 https://t.co/WnozT2rvjB",2019-06-18,non-tourist,4.881324,52.363227,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
198,7,Centrum-Oost,Happy birds from Fonny van der Veen new in my gallery. Acrylic on old wood. https://t.co/LOlsPRuXkb. #oldwood #art… https://t.co/k59ZcvJeUO,2019-06-19,non-tourist,4.9000349,52.3632789,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
199,16,De Baarsjes - Oud-West,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Stadhouderskade Amsterdam
 https://t.co/2df8Vly8us",2019-06-15,non-tourist,4.879128,52.363656,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
200,16,De Baarsjes - Oud-West,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Stadhouderskade Amsterdam
 https://t.co/J7gkdanb38",2019-06-16,non-tourist,4.879128,52.363656,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
201,16,De Baarsjes - Oud-West,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Stadhouderskade Amsterdam
 https://t.co/mHjYg9Tg1q",2019-06-16,non-tourist,4.879128,52.363656,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
202,16,De Baarsjes - Oud-West,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Stadhouderskade Amsterdam
 https://t.co/vnUUNuWIEG",2019-06-21,non-tourist,4.879128,52.363656,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
203,16,De Baarsjes - Oud-West,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Stadhouderskade Amsterdam
 https://t.co/U7pbZoM8Kb",2019-06-22,non-tourist,4.879128,52.363656,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
204,19,Slotervaart,#Lifeliner1 A1 13991 13108 13154 Rit 72559 72560 72561 #AMSTERDAM Postjesweg Admiralengracht,2019-06-20,non-tourist,4.840463,52.363937,amsterdam,"<a href=""http://www.waarisdebrand.nl"" rel=""nofollow"">widb-twit</a>"
205,6,Oostelijk Havengebied - Indische Buurt,#Lifeliner1 A1 (Inzet Ambu: aed) 13991 Rit 70693 #AMSTERDAM Makassarstraat 1095WJ,2019-06-16,non-tourist,4.942407,52.363964,amsterdam,"<a href=""http://www.waarisdebrand.nl"" rel=""nofollow"">widb-twit</a>"
206,19,Slotervaart,"<U+0001F534> #AMSTERDAM Opschaling <U+0001F692> P 1 BAD-02 Brand Woning (Middel Brand) , Robert Fruinlaan Amsterdam 13OVDN
 https://t.co/AqMDAtQ2fW",2019-06-15,non-tourist,4.82977,52.364012,amsterdam,"<a href=""http://112alarm.net/"" rel=""nofollow"">112alarm Opschaling</a>"
207,19,Slotervaart,"<U+0001F534> #AMSTERDAM Opschaling <U+0001F692> P 1 BAD-02 Brand Woning (Grote Brand) (Etage: 4) , Robert Fruinlaan Amsterdam 13ALH 13VLB… https://t.co/blyp2WnhCK",2019-06-15,non-tourist,4.82977,52.364012,amsterdam,"<a href=""http://112alarm.net/"" rel=""nofollow"">112alarm Opschaling</a>"
208,19,Slotervaart,"<U+0001F534> #AMSTERDAM Opschaling <U+0001F692> P 1 BAD-02 Brand Woning (Grote Brand) (Etage: 4) , Robert Fruinlaan Amsterdam 13ALH 13VLB… https://t.co/L1uqIc97T8",2019-06-15,non-tourist,4.82977,52.364012,amsterdam,"<a href=""http://112alarm.net/"" rel=""nofollow"">112alarm Opschaling</a>"
209,6,Oostelijk Havengebied - Indische Buurt,Work in progress #julybride <U+2764><U+FE0F> #bling #greatgatsby #gold#bohochic #boholook #bohostyle #bohemianstyle #bohemien… https://t.co/TGHIOByQ3P,2019-06-19,non-tourist,4.94218,52.36419,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
210,6,Oostelijk Havengebied - Indische Buurt,Ready for pick-up <U+0001F483><U+0001F483><U+0001F483><U+0001F483><U+2764><U+FE0F> #bling #greatgatsby #gold#bohochic #boholook #bohostyle #bohemianstyle #bohemien… https://t.co/M77RmMswVn,2019-06-20,non-tourist,4.94218,52.36419,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
212,7,Centrum-Oost,Live vanuit DeLaMar Amsterdam. Daar waar vandaag een huwelijk werd voltrokken door Burgemeester Femke Halsema.… https://t.co/Nk260I5poo,2019-06-21,non-tourist,4.88087,52.36437,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
213,16,De Baarsjes - Oud-West,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Persoon te water Postjesweg Amsterdam
 https://t.co/3Z69kU34Bx",2019-06-20,non-tourist,4.859615,52.364765,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
214,7,Centrum-Oost,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Thorbeckeplein Amsterdam
 https://t.co/xCBIJJi2kz",2019-06-23,non-tourist,4.895672,52.365345,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
215,6,Oostelijk Havengebied - Indische Buurt,"<U+0001F534> #AMSTERDAM #AML <U+0001F693> P 1 Ongeval Wegvervoer Letsel Molukkenstraat Amsterdam
 https://t.co/fImzcbJCAY",2019-06-22,non-tourist,4.939422,52.36586,amsterdam,"<a href=""http://112alarm.net"" rel=""nofollow"">112alarm.net</a>"
216,8,Oud-Oost,#Lifeliner1 A1 (Inzet Ambu: aed) 13991 Rit 74145 #AMSTERDAM Zeeburgerdijk 1094AJ,2019-06-24,non-tourist,4.927052,52.36593,amsterdam,"<a href=""http://www.waarisdebrand.nl"" rel=""nofollow"">widb-twit</a>"
217,7,Centrum-Oost,"<U+0001F430>
#IFOSK8MONEY #WEAREHIPHOP #NOFILTER #MANGA #ANIME #ART #420 #PINEAPPLEHAZE #AMSTERDAM #FEELGOOD #PEACE #LOVE… https://t.co/p7EomwLeQY",2019-06-22,non-tourist,4.89624982,52.36598251,amsterdam,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"
